"IATA","airportID","name","city","country","ICAO","latitude","longitude","altitude","timezone","DST","tzFormat","typeAirport","Source","totalFlights"
"SOT",457,"Sodankyla Airport","Sodankyla","Finland","EFSO",67.3949966431,26.6191005707,602,2,"E","Europe/Helsinki","airport","OurAirports",\N
"SOU",495,"Southampton Airport","Southampton","United Kingdom","EGHI",50.9502983093262,-1.35679996013641,44,0,"E","Europe/London","airport","OurAirports",33
"SOW",7078,"Show Low Regional Airport","Show Low","United States","KSOW",34.265499115,-110.005996704,6415,-7,"A","America/Phoenix","airport","OurAirports",6
"SOY",5568,"Stronsay Airport","Stronsay","United Kingdom","EGER",59.1553001404,-2.64139008522,39,0,"E","Europe/London","airport","OurAirports",2
"SOZ",1326,"Solenzara (BA 126) Air Base","Solenzara","France","LFKS",41.9244003295898,9.4060001373291,28,1,"E","Europe/Paris","airport","OurAirports",\N
"SPB",7309,"Charlotte Amalie Harbor Seaplane Base","Charlotte Amalie","Virgin Islands","VI22",18.3386001586914,-64.9406967163086,0,-4,"A","America/St_Thomas","airport","OurAirports",1
"SPC",1053,"La Palma Airport","Santa Cruz De La Palma","Spain","GCLA",28.6264991760254,-17.7555999755859,107,0,"E","Atlantic/Canary","airport","OurAirports",8
"SPD",3073,"Saidpur Airport","Saidpur","Bangladesh","VGSD",25.7591991424561,88.9088973999023,125,6,"U","Asia/Dhaka","airport","OurAirports",1
"SPF",7809,"Black Hills Airport-Clyde Ice Field","Spearfish-South Dakota","United States","KSPF",44.48030090332,-103.78299713135,3931,-7,"A","America/Denver","airport","OurAirports",\N
"SPG",3548,"Albert Whitted Airport","St. Petersburg","United States","KSPG",27.765100479126,-82.6269989013672,7,-5,"A","America/New_York","airport","OurAirports",\N
"SPI",4336,"Abraham Lincoln Capital Airport","Springfield","United States","KSPI",39.84410095,-89.67790222,598,-6,"A","America/Chicago","airport","OurAirports",5
"SPK",2289,"Chitose Air Base","Chitose","Japan","RJCJ",42.7944984436,141.666000366,87,9,"U","Asia/Tokyo","airport","OurAirports",\N
"SPM",750,"Spangdahlem Air Base","Spangdahlem","Germany","ETAD",49.9726982117,6.69250011444,1197,1,"E","Europe/Berlin","airport","OurAirports",\N
"SPN",2244,"Saipan International Airport","Saipan","Northern Mariana Islands","PGSN",15.1190004349,145.729003906,215,10,"U","Pacific/Saipan","airport","OurAirports",10
"SPP",953,"Menongue Airport","Menongue","Angola","FNME",-14.657600402832,17.7198009490967,4469,1,"N","Africa/Luanda","airport","OurAirports",3
"SPS",3680,"Sheppard Air Force Base-Wichita Falls Municipal Airport","Wichita Falls","United States","KSPS",33.98880005,-98.49189758,1019,-6,"A","America/Chicago","airport","OurAirports",2
"SPU",1206,"Split Airport","Split","Croatia","LDSP",43.5388984680176,16.2980003356934,79,1,"E","Europe/Zagreb","airport","OurAirports",48
"SPW",6446,"Spencer Municipal Airport","Spencer","United States","KSPW",43.165500640869,-95.202796936035,1339,-6,"A","America/Chicago","airport","OurAirports",\N
"SPY",258,"San Pedro Airport","San Pedro","Cote d'Ivoire","DISP",4.74671983718872,-6.66082000732422,26,0,"N","Africa/Abidjan","airport","OurAirports",\N
"SPZ",8219,"Silver Springs Airport","Silver Springs","United States","KSPZ",39.4029998779297,-119.250999450684,4269,-8,"A","America/Los_Angeles","airport","OurAirports",\N
"SQG",6227,"Sintang(Susilo) Airport","Sintang-Borneo Island","Indonesia","WIOS",0.063619002699852,111.472999572754,98,7,"N","Asia/Jakarta","airport","OurAirports",\N
"SQH",7701,"Na-San Airport","Son-La","Vietnam","VVNS",21.2169990539551,104.032997131348,2133,7,"N","Asia/Saigon","airport","OurAirports",\N
"SQL",7683,"San Carlos Airport","San Carlos","United States","KSQL",37.511901855469,-122.25,5,-8,"A","America/Los_Angeles","airport","OurAirports",\N
"SQO",5598,"Storuman Airport","Mohed","Sweden","ESUD",64.9608993530273,17.6965999603271,915,1,"E","Europe/Stockholm","airport","OurAirports",\N
"SQQ",3954,"Šiauliai International Airport","Siauliai","Lithuania","EYSA",55.8939018249512,23.3950004577637,443,2,"E","Europe/Vilnius","airport","OurAirports",\N
"SQX",11295,"São Miguel do Oeste Airport","Sao Miguel do Oeste","Brazil","SSOE",-26.7816009521484,-53.5035018920898,2180,-3,"S",\N,"airport","OurAirports",\N
"SRA",6069,"Santa Rosa Airport","Santa Rosa","Brazil","SSZR",-27.9067001342773,-54.5204010009766,984,-3,"S","America/Sao_Paulo","airport","OurAirports",1
"SRE",2767,"Juana Azurduy De Padilla Airport","Sucre","Bolivia","SLSU",-19.0070991516113,-65.2886962890625,9540,-4,"U","America/La_Paz","airport","OurAirports",6
"SRG",3901,"Achmad Yani Airport","Semarang","Indonesia","WARS",-6.97273,110.375,10,7,"N","Asia/Jakarta","airport","OurAirports",17
"SRH",5639,"Sarh Airport","Sarh","Chad","FTTA",9.14443969726562,18.3743991851807,1198,1,"N","Africa/Ndjamena","airport","OurAirports",\N
"SRI",3921,"Temindung Airport","Samarinda","Indonesia","WALS",-0.484530985355,117.156997681,33,8,"N","Asia/Makassar","airport","OurAirports",\N
"SRJ",6060,"Capitán Av. German Quiroga G. Airport","San Borja","Bolivia","SLSB",-14.8591995239258,-66.7375030517578,633,-4,"U","America/La_Paz","airport","OurAirports",\N
"SRN",6328,"Strahan Airport","Strahan","Australia","YSRN",-42.1549987792969,145.292007446289,20,10,"O","Australia/Melbourne","airport","OurAirports",\N
"SRP",660,"Stord Airport","Stord","Norway","ENSO",59.7919006347656,5.34084987640381,160,1,"E","Europe/Oslo","airport","OurAirports",3
"SRQ",4067,"Sarasota Bradenton International Airport","Sarasota","United States","KSRQ",27.3953990936279,-82.5543975830078,30,-5,"A","America/New_York","airport","OurAirports",13
"SRR",7077,"Sierra Blanca Regional Airport","Ruidoso","United States","KSRR",33.462799072266,-105.53500366211,6814,-7,"A","America/Denver","airport","OurAirports",\N
"SRT",1189,"Soroti Airport","Soroti","Uganda","HUSO",1.72768998146057,33.6227989196777,3697,3,"U","Africa/Kampala","airport","OurAirports",\N
"SRX",5696,"Gardabya Airport","Sirt","Libya","HLGD",31.0634994507,16.5949993134,267,2,"N","Africa/Tripoli","airport","OurAirports",2
"SRY",5933,"Dasht-e Naz Airport","Dasht-e-naz","Iran","OINZ",36.635799408,53.1935997009,35,3.5,"E","Asia/Tehran","airport","OurAirports",6
"SRZ",4247,"El Trompillo Airport","Santa Cruz","Bolivia","SLET",-17.8115997314,-63.1715011597,1371,-4,"U","America/La_Paz","airport","OurAirports",7
"SSA",2621,"Deputado Luiz Eduardo Magalhães International Airport","Salvador","Brazil","SBSV",-12.9086112976,-38.3224983215,64,-3,"S","America/Fortaleza","airport","OurAirports",58
"SSC",3733,"Shaw Air Force Base","Sumter","United States","KSSC",33.97269821,-80.47059631,241,-5,"A","America/New_York","airport","OurAirports",\N
"SSE",3021,"Solapur Airport","Sholapur","India","VASL",17.6280002594,75.9347991943,1584,5.5,"N","Asia/Calcutta","airport","OurAirports",\N
"SSF",10102,"Stinson Municipal Airport","Stinson","United States","KSSF",29.336999893188,-98.471099853516,577,-5,"A",\N,"airport","OurAirports",\N
"SSG",891,"Malabo Airport","Malabo","Equatorial Guinea","FGSL",3.75527000427246,8.70872020721436,76,1,"N","Africa/Malabo","airport","OurAirports",14
"SSH",4057,"Sharm El Sheikh International Airport","Sharm El Sheikh","Egypt","HESH",27.9773006439,34.3950004578,143,2,"N","Africa/Cairo","airport","OurAirports",39
"SSI",8789,"Malcolm McKinnon Airport","Brunswick","United States","KSSI",31.15180016,-81.39129639,19,-5,"A","America/New_York","airport","OurAirports",\N
"SSJ",662,"Sandnessjøen Airport (Stokka)","Sandnessjoen","Norway","ENST",65.956802368164,12.468899726868,56,1,"E","Europe/Oslo","airport","OurAirports",5
"SSN",2376,"Seoul Air Base","Seoul East","South Korea","RKSM",37.44580078125,127.113998413086,92,9,"U","Asia/Seoul","airport","OurAirports",\N
"SSR",5899,"Sara Airport","Pentecost Island","Vanuatu","NVSH",-15.4708003998,168.151992798,493,11,"U","Pacific/Efate","airport","OurAirports",1
"SST",6032,"Santa Teresita Airport","Santa Teresita","Argentina","SAZL",-36.5423,-56.7218,9,-3,"N","America/Buenos_Aires","airport","OurAirports",\N
"SSV",9875,"Lasikin Airport","Sinabang","Indonesia","WITG",2.41027998924255,96.3255996704102,19,7,"N","Asia/Jakarta","airport","OurAirports",\N
"SSY",944,"Mbanza Congo Airport","M'banza-congo","Angola","FNBC",-6.26989984512329,14.2469997406006,1860,1,"N","Africa/Luanda","airport","OurAirports",1
"SSZ",2620,"Base Aérea de Santos Airport","Santos","Brazil","SBST",-23.9280567169189,-46.2997207641602,10,-3,"S","America/Sao_Paulo","airport","OurAirports",\N
"STA",627,"Stauning Airport","Stauning","Denmark","EKVJ",55.9901008605957,8.35391044616699,17,1,"E","Europe/Copenhagen","airport","OurAirports",\N
"STB",2865,"Santa Bárbara del Zulia Airport","Santa Barbara","Venezuela","SVSZ",8.97455024719238,-71.9432525634766,32,-4,"U","America/Caracas","airport","OurAirports",\N
"STC",4271,"St Cloud Regional Airport","Saint Cloud","United States","KSTC",45.5466003417969,-94.0598983764648,1031,-6,"A","America/Chicago","airport","OurAirports",2
"STD",2861,"Mayor Buenaventura Vivas International Airport","Santo Domingo","Venezuela","SVSO",7.56538009643555,-72.0351028442383,1083,-4,"U","America/Caracas","airport","OurAirports",4
"STE",8744,"Stevens Point Municipal Airport","Stevens Point","United States","KSTE",44.5452003479,-89.530296325684,1110,-6,"A","America/Chicago","airport","OurAirports",\N
"STG",3428,"St George Airport","Point Barrow","United States","PAPB",56.5783004761,-169.662002563,125,-9,"A","America/Anchorage","airport","OurAirports",3
"STI",1764,"Cibao International Airport","Santiago","Dominican Republic","MDST",19.406099319458,-70.6046981811523,565,-4,"U","America/Santo_Domingo","airport","OurAirports",11
"STJ",7042,"Rosecrans Memorial Airport","Rosecrans","United States","KSTJ",39.771900177002,-94.909698486328,826,-6,"A","America/Chicago","airport","OurAirports",\N
"STK",7985,"Sterling Municipal Airport","Sterling","United States","KSTK",40.61529922,-103.2649994,4040,-7,"A","America/Denver","airport","OurAirports",\N
"STL",3678,"Lambert St Louis International Airport","St. Louis","United States","KSTL",38.7486991882324,-90.370002746582,618,-6,"A","America/Chicago","airport","OurAirports",107
"STM",4092,"Maestro Wilson Fonseca Airport","Santarem","Brazil","SBSN",-2.42472195625305,-54.785831451416,198,-3,"S","America/Belem","airport","OurAirports",13
"STN",548,"London Stansted Airport","London","United Kingdom","EGSS",51.8849983215,0.234999999404,348,0,"E","Europe/London","airport","OurAirports",170
"STP",8681,"St Paul Downtown Holman Field","St. Paul","United States","KSTP",44.9345016479492,-93.0599975585938,705,-6,"A","America/Chicago","airport","OurAirports",\N
"STR",350,"Stuttgart Airport","Stuttgart","Germany","EDDS",48.6898994446,9.22196006775,1276,1,"E","Europe/Berlin","airport","OurAirports",136
"STS",6992,"Charles M. Schulz Sonoma County Airport","Santa Rosa","United States","KSTS",38.50899887,-122.8130035,128,-8,"A","America/Los_Angeles","airport","OurAirports",6
"STT",2883,"Cyril E. King Airport","St. Thomas","Virgin Islands","TIST",18.3372993469238,-64.9733963012695,23,-4,"U","America/St_Thomas","airport","OurAirports",32
"STU",2614,"Santa Cruz Airport","Rio De Janeiro","Brazil","SBSC",-22.9323997497559,-43.7191009521484,10,-3,"S","America/Sao_Paulo","airport","OurAirports",\N
"STV",3022,"Surat Airport","Surat","India","VASU",21.1140995026,72.7417984009,16,5.5,"N","Asia/Calcutta","airport","OurAirports",3
"STW",2963,"Stavropol Shpakovskoye Airport","Stavropol","Russia","URMT",45.1091995239258,42.1128005981445,1486,3,"N","Europe/Moscow","airport","OurAirports",4
"STX",2884,"Henry E Rohlsen Airport","St. Croix Island","Virgin Islands","TISX",17.7019004821777,-64.7985992431641,74,-4,"U","America/St_Thomas","airport","OurAirports",9
"STY",2817,"Nueva Hesperides International Airport","Salto","Uruguay","SUSO",-31.4384994506836,-57.9852981567383,187,-3,"S","America/Montevideo","airport","OurAirports",\N
"STZ",7374,"Santa Terezinha Airport","Santa Terezinha","Brazil","SWST",-10.4647216796875,-50.518611907959,663,-4,"S","America/Campo_Grande","airport","OurAirports",\N
"SUA",7656,"Witham Field","Stuart","United States","KSUA",27.18169975,-80.22109985,16,-5,"A","America/New_York","airport","OurAirports",\N
"SUB",3928,"Juanda International Airport","Surabaya","Indonesia","WARR",-7.37982988357544,112.787002563477,9,7,"N","Asia/Jakarta","airport","OurAirports",66
"SUF",1508,"Lamezia Terme Airport","Lamezia","Italy","LICA",38.905399,16.2423,39,1,"E","Europe/Rome","airport","OurAirports",25
"SUG",6016,"Surigao Airport","Sangley Point","Philippines","RPMS",9.75583832563,125.480947495,20,8,"N","Asia/Manila","airport","OurAirports",3
"SUI",6465,"Sukhumi Dranda Airport","Sukhumi","Georgia","UGSS",42.8582000732,41.1281013489,53,4,"N","Asia/Tbilisi","airport","OurAirports",\N
"SUJ",1659,"Satu Mare Airport","Satu Mare","Romania","LRSM",47.7033004760742,22.8857002258301,405,2,"E","Europe/Bucharest","airport","OurAirports",2
"SUL",2229,"Sui Airport","Sui","Pakistan","OPSU",28.6450996398926,69.1769027709961,763,5,"N","Asia/Karachi","airport","OurAirports",\N
"SUN",6494,"Friedman Memorial Airport","Hailey","United States","KSUN",43.50439835,-114.2959976,5318,-7,"A","America/Denver","airport","OurAirports",\N
"SUR",5464,"Summer Beaver Airport","Summer Beaver","Canada","CJV7",52.7085990905762,-88.5419006347656,832,-5,"A","America/Toronto","airport","OurAirports",1
"SUS",7015,"Spirit of St Louis Airport","Null","United States","KSUS",38.662101745605,-90.652000427246,463,-6,"A","America/Chicago","airport","OurAirports",\N
"SUT",10138,"Brunswick County Airport","Oak Island","United States","KSUT",33.9292984,-78.07499695,24,-5,"A",\N,"airport","OurAirports",\N
"SUU",3449,"Travis Air Force Base","Fairfield","United States","KSUU",38.262699127197,-121.92700195312,62,-8,"A","America/Los_Angeles","airport","OurAirports",\N
"SUV",1961,"Nausori International Airport","Nausori","Fiji","NFNA",-18.0433006286621,178.559005737305,17,12,"U","Pacific/Fiji","airport","OurAirports",11
"SUX",3753,"Sioux Gateway Col. Bud Day Field","Sioux City","United States","KSUX",42.40259933,-96.38439941,1098,-6,"A","America/Chicago","airport","OurAirports",2
"SUY",9821,"Suntar Airport","Suntar","Russia","UENS",62.185001373291,117.63500213623,452,9,"N","Asia/Yakutsk","airport","OurAirports",\N
"SUZ",11857,"Saline County Regional Airport","Benton","United States","KSUZ",34.59059906,-92.47940063,390,\N,\N,\N,"airport","OurAirports",\N
"SVA",6724,"Savoonga Airport","Savoonga","United States","PASA",63.6864013671875,-170.49299621582,53,-9,"A","America/Anchorage","airport","OurAirports",4
"SVB",933,"Sambava Airport","Sambava","Madagascar","FMNS",-14.2785997390747,50.1747016906738,20,3,"U","Indian/Antananarivo","airport","OurAirports",3
"SVD",2907,"E. T. Joshua Airport","Kingstown","Saint Vincent and the Grenadines","TVSV",13.1443004608154,-61.2108993530273,66,-4,"U","America/St_Vincent","airport","OurAirports",5
"SVG",666,"Stavanger Airport Sola","Stavanger","Norway","ENZV",58.876701354,5.6377801895,29,1,"E","Europe/Oslo","airport","OurAirports",52
"SVH",8526,"Statesville Regional Airport","Statesville","United States","KSVH",35.765300750732,-80.953903198242,968,-5,"A","America/New_York","airport","OurAirports",\N
"SVI",2750,"Eduardo Falla Solano Airport","San Vincente De Caguan","Colombia","SKSV",2.15217,-74.7663,920,-5,"U","America/Bogota","airport","OurAirports",2
"SVJ",5587,"Svolvær Helle Airport","Svolvær","Norway","ENSH",68.243301391602,14.669199943542,27,1,"E","Europe/Oslo","airport","OurAirports",3
"SVL",455,"Savonlinna Airport","Savonlinna","Finland","EFSA",61.943099975586,28.945100784302,311,2,"E","Europe/Helsinki","airport","OurAirports",2
"SVN",3441,"Hunter Army Air Field","Hunter Aaf","United States","KSVN",32.00999832,-81.14569855,41,-5,"A","America/New_York","airport","OurAirports",\N
"SVO",2985,"Sheremetyevo International Airport","Moscow","Russia","UUEE",55.972599,37.4146,622,3,"N","Europe/Moscow","airport","OurAirports",198
"SVP",949,"Kuito Airport","Kuito","Angola","FNKU",-12.404600143433,16.947399139404,5618,1,"N","Africa/Luanda","airport","OurAirports",2
"SVQ",1253,"Sevilla Airport","Sevilla","Spain","LEZL",37.4179992675781,-5.8931097984314,112,1,"E","Europe/Madrid","airport","OurAirports",62
"SVU",5878,"Savusavu Airport","Savusavu","Fiji","NFNS",-16.8027992249,179.341003418,17,12,"U","Pacific/Fiji","airport","OurAirports",3
"SVW",3421,"Sparrevohn LRRS Airport","Sparrevohn","United States","PASV",61.09740067,-155.5740051,1585,-9,"A","America/Anchorage","airport","OurAirports",\N
"SVX",2975,"Koltsovo Airport","Yekaterinburg","Russia","USSS",56.743099212646,60.802700042725,764,5,"N","Asia/Yekaterinburg","airport","OurAirports",101
"SVZ",2858,"San Antonio Del Tachira Airport","San Antonio","Venezuela","SVSA",7.84082984924316,-72.439697265625,1312,-4,"U","America/Caracas","airport","OurAirports",1
"SWA",4302,"Jieyang Chaoshan International Airport","Shantou","China","ZGOW",23.552,116.5033,0,8,"U","Asia/Shanghai","airport","OurAirports",36
"SWC",12038,"Stawell Airport",\N,"Australia","YSWL",-37.0717010498047,142.740997314453,807,\N,\N,\N,"airport","OurAirports",\N
"SWD",6845,"Seward Airport","Seward","United States","PAWD",60.1268997192383,-149.419006347656,22,-9,"U","America/Anchorage","airport","OurAirports",\N
"SWF",3661,"Stewart International Airport","Newburgh","United States","KSWF",41.5041007995605,-74.1047973632812,491,-5,"A","America/New_York","airport","OurAirports",6
"SWH",11274,"Swan Hill Airport","Swan Hill","Australia","YSWH",-35.3758010864258,143.533004760742,234,10,"O",\N,"airport","OurAirports",\N
"SWJ",5912,"Southwest Bay Airport","Malekula Island","Vanuatu","NVSX",-16.4864,167.4472,68,11,"U","Pacific/Efate","airport","OurAirports",2
"SWP",5644,"Swakopmund Airport","Swakopmund","Namibia","FYSM",-22.66189956665,14.568099975586,207,1,"S","Africa/Windhoek","airport","OurAirports",\N
"SWQ",6203,"Sumbawa Besar Airport","Sumbawa Island","Indonesia","WADS",-8.48904037475586,117.412002563477,16,8,"N","Asia/Makassar","airport","OurAirports",\N
"SWS",489,"Swansea Airport","Swansea","United Kingdom","EGFH",51.6053009033203,-4.06783008575439,299,0,"E","Europe/London","airport","OurAirports",\N
"SWT",7033,"Strezhevoy Airport","Strezhevoy","Russia","UNSS",60.709400177,77.6600036621,164,7,"N","Asia/Krasnoyarsk","airport","OurAirports",\N
"SWU",2379,"Suwon Airport","Suwon","South Korea","RKSW",37.2393989562988,127.00700378418,88,9,"U","Asia/Seoul","airport","OurAirports",\N
"SWX",5609,"Shakawe Airport","Shakawe","Botswana","FBSW",-18.3738994598389,21.8325996398926,3379,2,"U","Africa/Gaborone","airport","OurAirports",\N
"SXB",1435,"Strasbourg Airport","Strasbourg","France","LFST",48.5382995605469,7.62823009490967,505,1,"E","Europe/Paris","airport","OurAirports",35
"SXE",12044,"West Sale Airport","Sale","Australia","YWSL",-38.090827,146.965335,72,\N,\N,\N,"airport","OurAirports",\N
"SXF",337,"Berlin-Schönefeld International Airport","Berlin","Germany","EDDB",52.380001068115,13.522500038147,157,1,"E","Europe/Berlin","airport","OurAirports",82
"SXJ",12055,"Shanshan Airport","Shanshan","China","ZWSS",42.9117012023926,90.2474975585938,0,\N,\N,\N,"airport","OurAirports",\N
"SXK",11258,"Saumlaki/Olilit Airport","Saumlaki","Indonesia","WAPI",-7.9886097908,131.305999756,218,9,"N",\N,"airport","OurAirports",1
"SXL",604,"Sligo Airport","Sligo","Ireland","EISG",54.280200958252,-8.5992097854614,11,0,"E","Europe/Dublin","airport","OurAirports",\N
"SXM",2899,"Princess Juliana International Airport","Philipsburg","Netherlands Antilles","TNCM",18.0410003662,-63.1088981628,13,-4,"U","America/Curacao","airport","OurAirports",56
"SXN",11804,"Sua Pan Airport","Sowa","Botswana","FBSN",-20.5534,26.115801,2985,\N,\N,\N,"airport","OurAirports",\N
"SXO",8243,"São Félix do Araguaia Airport","Sao Felix do Araguaia","Brazil","SWFX",-11.632399559021,-50.6896018981934,650,-4,"S","America/Campo_Grande","airport","OurAirports",1
"SXQ",7692,"Soldotna Airport","Soldotna","United States","PASX",60.475700378418,-151.033996582031,113,-9,"U","America/Anchorage","airport","OurAirports",\N
"SXR",3112,"Sheikh ul Alam Airport","Srinagar","India","VISR",33.9870986938477,74.7742004394531,5429,5.5,"N","Asia/Calcutta","airport","OurAirports",15
"SXX",8241,"São Félix do Xingu Airport","Sao Felix do Xingu","Brazil","SNFX",-6.6413,-51.9523,656,-3,"S","America/Belem","airport","OurAirports",\N
"SYD",3361,"Sydney Kingsford Smith International Airport","Sydney","Australia","YSSY",-33.9460983276367,151.177001953125,21,10,"O","Australia/Sydney","airport","OurAirports",202
"SYH",7766,"Syangboche Airport","Syangboche","Nepal","VNSB",27.8112,86.7124,12400,5.75,"N","Asia/Katmandu","airport","OurAirports",\N
"SYM",6377,"Pu'er Simao Airport","Simao","China","ZPSM",22.793301,100.959,0,8,"U","Asia/Shanghai","airport","OurAirports",3
"SYO",6001,"Shonai Airport","Shonai","Japan","RJSY",38.8121986389,139.787002563,86,9,"U","Asia/Tokyo","airport","OurAirports",1
"SYQ",5848,"Tobias Bolanos International Airport","San Jose","Costa Rica","MRPV",9.95705032348633,-84.1398010253906,3287,-6,"U","America/Costa_Rica","airport","OurAirports",1
"SYR",3745,"Syracuse Hancock International Airport","Syracuse","United States","KSYR",43.111198425293,-76.1063003540039,421,-5,"A","America/New_York","airport","OurAirports",26
"SYU",6332,"Warraber Island Airport","Sue Islet","Australia","YWBS",-10.2082996368408,142.824996948242,3,10,"O","Australia/Brisbane","airport","OurAirports",\N
"SYW",5950,"Sehwan Sharif Airport","Sehwan Sharif","Pakistan","OPSN",26.4731006622314,67.7172012329102,121,5,"N","Asia/Karachi","airport","OurAirports",\N
"SYX",4030,"Sanya Phoenix International Airport","Sanya","China","ZJSY",18.3029003143311,109.412002563477,92,8,"U","Asia/Shanghai","airport","OurAirports",109
"SYY",541,"Stornoway Airport","Stornoway","United Kingdom","EGPO",58.2155990600586,-6.33111000061035,26,0,"E","Europe/London","airport","OurAirports",5
"SYZ",2157,"Shiraz Shahid Dastghaib International Airport","Shiraz","Iran","OISS",29.5391998291016,52.5898017883301,4920,3.5,"E","Asia/Tehran","airport","OurAirports",39
"SZA",958,"Soyo Airport","Soyo","Angola","FNSO",-6.14108991622925,12.3718004226685,15,1,"N","Africa/Luanda","airport","OurAirports",3
"SZB",3408,"Sultan Abdul Aziz Shah International Airport","Kuala Lumpur","Malaysia","WMSA",3.13057994842529,101.549003601074,90,8,"N","Asia/Kuala_Lumpur","airport","OurAirports",29
"SZF",5803,"Samsun Çarsamba Airport","Samsun","Turkey","LTFH",41.254501,36.567101,18,3,"E","Europe/Istanbul","airport","OurAirports",\N
"SZG",1612,"Salzburg Airport","Salzburg","Austria","LOWS",47.7933006287,13.0043001175,1411,1,"E","Europe/Vienna","airport","OurAirports",35
"SZK",859,"Skukuza Airport","Skukuza","South Africa","FASZ",-24.960899353,31.5886993408,1020,2,"U","Africa/Johannesburg","airport","OurAirports",\N
"SZL",3586,"Whiteman Air Force Base","Knobnoster","United States","KSZL",38.73030090332,-93.547897338867,870,-6,"A","America/Chicago","airport","OurAirports",\N
"SZS",7517,"Ryans Creek Aerodrome","Stewart Island","New Zealand","NZRC",-46.8997001648,168.100997925,62,12,"U","Pacific/Auckland","airport","OurAirports",\N
"SZT",10135,"San Cristobal de las Casas Airport","San Cristobal de las Casas","Mexico","MMSC",16.690299987793,-92.530097961426,7707,-6,"N","America/Mexico_City","airport","OurAirports",\N
"SZV",9857,"Suzhou Guangfu Airport","Suzhou","China","ZSSZ",31.2631,120.401001,0,8,"N","Asia/Shanghai","airport","OurAirports",\N
"SZW",383,"Schwerin Parchim Airport","Parchim","Germany","EDOP",53.426998,11.7834,166,1,"E","Europe/Berlin","airport","OurAirports",\N
"SZX",3374,"Shenzhen Bao'an International Airport","Shenzhen","China","ZGSZ",22.6392993927002,113.810997009277,13,8,"U","Asia/Shanghai","airport","OurAirports",233
"SZY",11103,"Szczytno-Szymany International Airport","Szczytno-Szymany","Poland","EPSY",53.4818992614746,20.9377002716064,463,1,"E",\N,"airport","OurAirports",\N
"SZZ",676,"Szczecin-Goleniów \Solidarnosc\ Airport","Szczecin","Poland","EPSC",53.5847015381,14.9021997452,154,1,"E","Europe/Warsaw","airport","OurAirports",7
"TAB",2901,"Tobago-Crown Point Airport","Scarborough","Trinidad and Tobago","TTCP",11.1497001647949,-60.8321990966797,38,-4,"U","America/Port_of_Spain","airport","OurAirports",5
"TAC",2422,"Daniel Z. Romualdez Airport","Tacloban","Philippines","RPVA",11.2276000977,125.027999878,10,8,"N","Asia/Manila","airport","OurAirports",5
"TAE",2381,"Daegu Airport","Taegu","South Korea","RKTN",35.8941001892,128.658996582,116,9,"U","Asia/Seoul","airport","OurAirports",6
"TAF",229,"Tafaraoui Airport","Oran","Algeria","DAOL",35.5424003601074,-0.532278001308441,367,1,"N","Africa/Algiers","airport","OurAirports",\N
"TAG",3994,"Tagbilaran Airport","Tagbilaran","Philippines","RPVT",9.6640796661377,123.852996826172,38,8,"N","Asia/Manila","airport","OurAirports",3
"TAH",4242,"Tanna Airport","Tanna","Vanuatu","NVVW",-19.455099105835,169.223999023438,19,11,"U","Pacific/Efate","airport","OurAirports",5
"TAI",3975,"Ta'izz International Airport","Taiz","Yemen","OYTZ",13.6859998703,44.1390991211,4838,3,"U","Asia/Aden","airport","OurAirports",7
"TAK",2337,"Takamatsu Airport","Takamatsu","Japan","RJOT",34.2141990662,134.01600647,607,9,"U","Asia/Tokyo","airport","OurAirports",8
"TAM",1848,"General Francisco Javier Mina International Airport","Tampico","Mexico","MMTM",22.2964000702,-97.8658981323,80,-6,"S","America/Mexico_City","airport","OurAirports",7
"TAN",8276,"Taunton Municipal King Field","Taunton","United States","KTAN",41.8744010925293,-71.0166015625,43,-5,"A","America/New_York","airport","OurAirports",\N
"TAO",3390,"Liuting Airport","Qingdao","China","ZSQD",36.2661018372,120.374000549,33,8,"U","Asia/Shanghai","airport","OurAirports",188
"TAP",1851,"Tapachula International Airport","Tapachula","Mexico","MMTP",14.7943000793,-92.3700027466,97,-6,"S","America/Mexico_City","airport","OurAirports",2
"TAR",1503,"Taranto-Grottaglie \Marcello Arlotta\ Airport","Grottaglie","Italy","LIBG",40.517502,17.4032,215,1,"E","Europe/Rome","airport","OurAirports",\N
"TAS",2983,"Tashkent International Airport","Tashkent","Uzbekistan","UTTT",41.257900238,69.2811965942,1417,5,"U","Asia/Samarkand","airport","OurAirports",79
"TAT",1751,"Poprad-Tatry Airport","Poprad","Slovakia","LZTT",49.073600769,20.2411003113,2356,1,"E","Europe/Bratislava","airport","OurAirports",\N
"TAY",416,"Tartu Airport","Tartu","Estonia","EETU",58.3074989319,26.6903991699,219,2,"E","Europe/Tallinn","airport","OurAirports",2
"TAZ",7565,"Dasoguz Airport","Dasoguz","Turkmenistan","UTAT",41.761101,59.826698,272,5,"U","Asia/Ashgabat","airport","OurAirports",\N
"TBB",4158,"Dong Tac Airport","Tuy Hoa","Vietnam","VVTH",13.0495996475,109.333999634,20,7,"U","Asia/Saigon","airport","OurAirports",2
"TBF",1966,"Tabiteuea North Airport","Tabiteuea North","Kiribati","NGTE",-1.22447001934052,174.776000976562,7,12,"U",\N,"airport","OurAirports",\N
"TBG",5434,"Tabubil Airport","Tabubil","Papua New Guinea","AYTB",-5.27861022949219,141.225997924805,1570,10,"U","Pacific/Port_Moresby","airport","OurAirports",4
